Company,Category/Subject,Grade/Age Group,Link,Description,Free Service Offered
SmartMusic,,,https://www.smartmusic.com/,,Free Service Through June 30th
Smarty Symbols,Special Education,ALL,http://www.smartysymbols.com,Families can create viausl support for children with Autism for in-home visual support and visual schedule.,One Month free access to the site using Promo code HOMEVISUALS
SmokeSCREEN Lab at the Yale Center for Health & Learning Games,Health education: smoking/vaping prevention,Ages 10-16,https://www.smokescreengame.org/play2PREVENT,"smokeSCREEN is a videogame developed to address smoking/vaping prevention with data supporting its efficacy. It addresses the range of challenges that young teens face, with a dedicated focus on youth decision-making about smoking and vaping (conventional cigarettes, electronic cigarettes, flavored tobacco products), and includes strategies for both smoking prevention and cessation. It uses principles of character development and social and emotional learning to impact health outcomes in adolescents.","**FREE to access through our website (above), go to “Request Access” AND FREE to download from both the App Stores!"
Smore Magazine,,,https://www.smoremagazine.com/product/smore-magazine-subscription-digital/,We are a print and digital STEM magazine for ages 9+. Smore is available to children through schools and libraries all over the world.,"To keep STEM learning going for children who are stuck at home due to the coronavirus outbreak, we are offering a Free Annual Subscription to Smore Digital (6 issues) until March 31st, 2020 with the use of code FREESMORE. Coupon Code: FREESMORE
Expiry: 03/31/2020"
Smrt Live Class,ESL,ALL,youtube.com/smrtenglish,English classes streamed live on YouTube by Canadian and American teachers. During the class you can chat directly with the teacher and other students.,
Snapplify,,,https://engage.snapplify.com/?fbclid=IwAR3UnFHIjN5YHUc7uioOiTSggYuf0xtDrv3RUcO8ziQAyVWUT5PUm9SGT4g,Snapplify offers a library of 50 000+ free e-books. Teachers can sign up for free and also claim exclusive teacher benefits. Excellent to send free e-books to your kids and get them to read while they are at home! You can also share your resources on the platform. Easily integrates with Microsoft / Google for education.,Free
Social Studies School Service,Social Studies,"Early Childhood, K - 2nd, 3rd - 5th, 6th - 8th, High School",https://go.socialstudies.com/coronavirus,"Social Studies School Service is a publisher and distributor of high-quality educational materials. Through our family of innovative imprints and partners, we provide teachers and administrators with materials that promote critical thinking and informed action. We offer a wide range of products, from full curricula to supplementary resources. As we grow and adapt to meet students’ evolving needs, we remain committed to helping educators give students the best possible social studies education.","Young Citizens – Elementary comprehensive program with complete digital access allowing students to work remotely.
Active Classroom – Comprehensive 5-12 social studies platform with programs in US History, World History, Geography, Government/Economics, Sociology/Psychology. Robust learning management system allowing for differentiation, quiz builder and grading.
Nystrom World – K-12 geography tool featuring maps, atlases, interactive activities and mapping programs. We can integrate Nystrom World into Active Classroom."
Socrative,,,https://socrative.com/blog/news/covid-19-complimentary-showbie-pro-socrative-pro-for-schools-moving-to-distance-learning/,,"For our Socrative Pro and Showbie Pro school and district customers: We are providing free additional licenses to cover all your staff and students on Socrative Pro and Showbie Pro through July 31, 2020. For our Socrative Pro and Showbie Pro school and district customers: We are providing free additional licenses to cover all your staff and students on Socrative Pro and Showbie Pro through July 31, 2020."
SoftChalk,,,https://info.softchalk.com/extended-softchalk-cloud-trial?utm_campaign=General&utm_source=hs_email&utm_medium=email&utm_content=84696227&_hsenc=p2ANqtz-_-QN-mTB9rECV4taVu2-P2sxaMkJMLOzdz6xsgivGr3behrB1tWRBehHfNR-XnWiPOPQPdpHnM7A11LuXvvVeeLzRAjA&_hsmi=84696227,,"SoftChalk is offering free access to SoftChalk Cloud from now through May 31, 2020 to anyone who may need it to quickly and easily create online lessons and course materials for delivery to students."
Solfeg.io,,,https://help.solfeg.io/hc/en-us/articles/360006637818-How-to-teach-your-music-class-online-,,Free Forever Plan today to empower teachers with resources
Sonlight Curriculum: sonlight.com,,,sonlight.com/freeelectionstudy,Download this FREE U.S. Elections Unit Study to help your children learn more about the election process in a simple yet thorough way.,Free Elections Unit Study for Kids 8-12+
Soundslice,"Fine Arts, Music","6th - 8th, High School, Higher Education",https://www.soundslice.com/,"Web-based music learning/practice software, including notation editor","Soundslice Teacher accounts, which let you share interactive music lessons with students, are available by emailing feedback@soundslice.com."
Soundtrap For Education,"Math, Reading, Writing, Science, Social Studies, Fine Arts, ESL, Foreign Language, Physical Education, Special Education, STEM, Intervention Resources","K - 2nd, 3rd - 5th, 6th - 8th, High School, Higher Education",Soundtrap.com/edu,"A simple, web-based tool for collaborative audio creation. Make music and podcasts together.","To get Soundtrap for Education for your school or district, please fill out the form at soundtrap.futuresimple.com with information about your teaching situation (class size, subject area, and other details) that may help me to connect you with the right resources."
Sparx Maths Virtual Classroom,Math,6th - 8th,https://learning.sparx.co.uk/virtualclassroom,Virtual Classroom allows teachers to build lessons from learning objectives and monitor student progress in real-time online while the students complete online maths work on their home devices with topics chosen by the teacher and questions and support videos provided by us.,"Free online maths platform and question bank for teachers to build lessons from learning objectives and monitor student progress.
Free maths questions with support videos for students."
Spelling Shed,"Reading, Writing, Special Education, Intervention Resources",K - 5th,spellingshed.com,"K-5 (4 - 11 year old) vocabulary and spelling intervention web game, app and scheme",Free access to our web game for schools
Spellingcity.com,,,Spellingcity.com,,Spellingcity.com is free right now with code VSCFree90
Spider Learning,,,https://www.spiderlearning.com/coronavirus,"Spider Learning's offers a comprehensive MIddle School curriculum of Grade 6-8 and Algebra 1 courses. Each course is comprised of a full year of standards-aligned instructional content and can be imported into the school's LMS or set up through the Classroom Command Center. This platform presents Pre-Tests in every lesson that automatically generate custom playlists for each student. As the students work, the teacher can monitor their progress and performance in real time and intervene where needed to keep their students on track.","Two options that are free for the rest of the 19-20 school year for schools impacted by the coronavirus:1) Import of content into the school's existing LMS (Schoology, Canvas, Blackboard, etc.) 2) Content presented through the Classroom Command Center tool."
SplashLearn (earlier Splash Math),"Math, Reading","K - 2nd, 3rd - 5th",www.splashlearn.com,Award winning fun learning program for elementary kids,All services are free
Spongy Elephant,,,www.spongyelephant.com,Free training for teachers on getting the most out of Microsoft and Google for remote teaching and learning. Our Pupil Homepage is also great for signposting pupils to online resources.,Use MYVIRTUALSCHOOL to access our core Microsoft and Google training for FREE. Worth £350.
Sporcle,"Math, Reading, Science, Social Studies, Early Childhood, We offer a range of topics.","K - 2nd, 3rd - 5th, 6th - 8th",https://www.sporcle.com/kids/,"Sporcle is the world's largest trivia web site and we just added a KIDS section. Sporcle Kids is full of quizzes for K-8 to help with learning, retention, and boredom. Enjoy!",Quizzes for kids
Springboard,"Data Science, UI/UX Design, Web Development",Higher Education,https://www.springboard.com/resources/learning-paths/,"Teach yourself in demand skills like Data Science, Analytics, Web Development, UI/UX Design and Digital Marketing using the best open resources (trusted by experts) on the web.","Springboard's Free Learning Paths: curriculum composed of articles, videos and exercises - curated by experts, to help you learn new tech skills."
Squid,"Math, Reading, Writing, Science, Social Studies, Fine Arts, ESL, Foreign Language, Physical Education, Early Childhood, Special Education, STEM, Intervention Resources, Counseling, Digital handwritten note-taking",ALL,https://medium.com/steadfast-innovation/using-squid-for-remote-learning-8e9fea86290a?sk=295b81929a5f20c282fd4b0d1216b0cc,"For educators scrambling to move their courses online, Squid can be a powerful tool. Many courses that rely heavily on handwriting can be challenging to bring online. Squid can help bridge that gap through digital handwriting on affordable pen-based Chromebook and Android devices.",Free education license for 2019-20 school year.
ST Math,,,www.stmath.com/coronavirus,ST Math is an award-winning visual instructional program for grades K through 8.,"Our offer is no-cost access to ST Math for parents, schools, and districts."""
Stages Learning Materials,Special Education,"Early Childhood, K - 2nd, 3rd - 5th",http://info.stageslearning.com/covid-19_emergency_autism_education_curriculum,"As you are no doubt seeing, widespread school closures have created a situation where many families are facing the unexpected challenge of educating and engaging children with autism or other special needs at home. With so much in flux, we want to offer free lessons, materials, activity sheets, data tracking sheets, behavior management tools, and a basic overview of how to use the system at home with your children.","free lessons, materials, activity sheets, data tracking sheets, behavior management tools, and a basic overview of how to use the system at home with your children"
Stanford Online High School,,,https://ohs.stanford.edu/how,Online resources + webinar series for moving classrooms online.,Video guides and a webinar series.
Starfall,,,https://www.starfall.com/h/,Starfall.com is a powerful tool that provides hours and hours of engaging educational content for pre-school and grade school kids. It uses animation and sound to engage children in the learning process.,Always free
Statistics Learning Centre,Math,"High School, Higher Education",https://creativemaths.net/statistics-learning-centre-details/,"Statistics Learning Centre provides videos, quizzes and activities to help high school and college students learn statistics.",Free full access to all teachers and students for two months.
STEM Sports®,"Math, Science, Physical Education, STEM",3rd - 5th,www.STEMSports.com/samples,"STEM Sports® provides turnkey K-8 supplemental curriculum that uses sports as the real-life application to drive STEM-based, hands-on learning in classrooms, after-school programs and camps.","We have several complimentary STEM lessons designed for 3rd thru 5th graders as well as for 6th to 8th-grade students that use Basketball, Football, Soccer, Volleyball. They would be easy to implement at home. Additionally, we have another non-sport specific lesson titled Playing with Precision. Here is the link to that sample: https://drive.google.com/open?id=1hL7F8EhhgKfaZoNZBHsG8iZXNIO876XC"
stemCONNECT,"Math, Science, STEM","K - 2nd, 3rd - 5th, 6th - 8th, High School",https://www.gotostage.com/channel/flstemconnect,stemCONNECT offers a free video library of recorded presentations led by Florida-based experts who talk about the applications of STEM in various high-tech careers.,"Recorded presentations from STEM industry experts and live sessions, via video conferencing tools, for any educator interested in connecting their students with industry experts."
STEMhero,"Math, Science, STEM",6th - 8th,STEMhero.com/meter-leak-hunt,"Hunt down and fix water leaks, analyze data, as a fun+productive activity for students at home -- plus a break from CoVid focus.",Stand alone lessons and full-unit accounts (https://STEMhero.com/solidarity)
STEMSCOPES,,,https://stemscopes.com/resources/stemscopes_online_access_during_covid_19_school_closings.pdf?utm_source=All+STEMscopes+Users+March+2020&utm_campaign=7553a915d4-EMAIL_CAMPAIGN_2020_03_10_04_50&utm_medium=email&utm_term=0_983a091b45-7553a915d4-382976285,,
Stile Education,"Science, Can be used to build and host lessons for any other subject","Grades 5 to 10 Science, and ALL for any subjects that you build in the platform",https://medium.com/stileeducation/free-unlimited-access-to-stile-our-response-to-covid-19-7b9d49d282c5,Engaging science and a completely editable platform for all of your subject lessons,Semester 1 free access
Storillo,"21st Century Skills, Collaboration",2-Higher Ed,Storillo.com,"Storillo uses group work to unlock student potential for collaboration and creativity so that students become leaders who not only talk about bringing people together, but have the skills and desire to do so!","Always free to try, and now get all the projects you need thought the end of the year when you sign up with promo code DistanceCollaboration"
Story2,,,https://www.story2.com/freeadmissions,"Story2 has helped 200,000+ students write essays for college admissions and scholarships using the science of storytelling!","College admissions can seem like a complicated and even mysterious. We are here to help you with simple, clear advice so you can get to admissions success! Students can access our free college admissions toolkit which includes access to our writing platform to write essays, self-guided courses, and ebooks!"
StoryBoard,,,https://www.storyboardthat.com/,,Free Access Until 4/15/2020
Storyboard That,"Math, Reading, Writing, Science, Social Studies, ESL, Foreign Language, Special Education, STEM, Intervention Resources","K - 2nd, 3rd - 5th, 6th - 8th, High School, Higher Education",https://www.storyboardthat.com/articles/e/remote-learning,Storyboard That is a drag and drop creation tool for digital storytelling.,School access for 5 weeks - unlimited students and teachers
StoryJumper,"Reading, Writing, Science, Social Studies, Fine Arts, ESL, Foreign Language, Special Education, STEM, Intervention Resources",3rd - 12th grade,https://www.storyjumper.com,"With StoryJumper, any K-12 student can become a Published Author of a hardcover book that is delivered to their home. They'll have a great time showing their classmates their published book when school is back in session!","Write, collaborate, illustrate, and narrate books online for free: storyjumper.com/prices"
Storyline Online,,,https://www.storylineonline.net/,"The SAG-AFTRA Foundation’s award-winning children’s literacy website, Storyline Online, streams videos featuring celebrated actors reading children’s books alongside creatively produced illustrations.",Always free.
Storypark,,,www.storypark.com,"Storypark is a family engagement and communication tool for easy communication between educators and families and vice versa. Share notices, updates, documentation, resources and more via photos, video, audio and written stories. We also have over 100 free videos of open-ended play ideas and have free webinars. Email us at hello@storypark.com to get the extended free period.",3 months free (extending free trial from 1 month to 3)
Students 4SC: Online Editorial Writing Internship,,,https://students4sc.org/argumentative-writing-hybrid-internship/,An online internship and course on writing op-eds. All fees waived.,
Studies Weekly,,,https://support.studiesweekly.com/hc/en-us/articles/360002948094-How-to-Get-a-Free-Online-Trial?utm_campaign=Weekly%20Newsletter&utm_source=hs_email&utm_medium=email&utm_content=84720488&_hsenc=p2ANqtz-8xL-q8vuzVRVGzzlfpPVSdHxN5j8JZ_sYxCMNJzC3UBr18K-sblh_3yk1Jn9-YxcpXHrLfD7epqtyFbYrNTbLFcHhmFA&_hsmi=84720488,Great reader for students - primarily social studies,Access to all products
StudyBee,Assessment tool for Google Classroom,"3rd - 5th, 6th - 8th, High School, Higher Education",https://studybee.se/?lang=us,"StudyBee is a grading and student feedback system that extends Google Classroom functionality, with the ability to link assignments to custom or standardized educational objectives. Link student assignments to National Common Core standards, or create customized learning objectives. When grading, rubrics are dynamically available to help ensure that grades given align to these standards. StudyBee’s user-friendly design provides an efficient grading workflow for teachers while providing a powerful feedback tool for students.",Due to the Corona virus we offer Free Access to StudyBee until the end of semester.
Studybugs,Health and Attendance,ALL,https://studybugs.com/about/schools,Symptom monitoring platform backed by DfE/NHS/PHE,DfE/NHS/PHE-backed symptom monitoring and attendance platform (for partial closures)
Studycat,"ESL, Foreign Language, Early Childhood","Early Childhood, K - 2nd",https://studycat.com/,Help your child learn languages at home. We’re donating our award-winning Fun Series of language learning apps to families in areas where schools are closed.,"Studycat are donating our award-winning Fun Series of language learning apps to educators and families in areas where schools are closed.

For Families - Our curriculums teach Chinese, English, French, German and Spanish. Help your child learn languages at home. Find out more: https://studycat.com/apps/

For Educators - Fun English for Schools is the perfect tool for you to teach your students remotely. Sign up for free and you will be given a teacher’s version of our Fun English for Schools classroom.

Once you have installed the app you will be able to play games, learn songs, access dialogues, do phonics and spelling lessons and take quizzes.

Find out more information here: https://studycat.com/schools/"
Studycounts,Math,"3rd - 5th, 6th - 8th, High School, Higher Education",https://studycounts.com/,"Unlimited practice math problems covering arithmetic, algebra, calculus, and more.",Free practice math problems.
StudyIB,,,https://studyib.net/,Science and Mathematics revision for IB students,"Free courses in Mathematics, Biology, Chemistry and Maths Studies."
Studyladder,,,https://www.studyladder.com/,"This site provides ELA, Math, Science and other areas of study for kinder through 6th grade.","Usually it is free unlimited at school and and they can do three activities at home, unless a parent subscribes. The email I just got says they will do unlimited at home for students with a school set up login and password and if parents register for an account."
Stukent - High School,Personal finance and various internet marketing subjects,High School,https://www.stukent.com/high-school-products/,"Stukent provides internet marketing courseware through real-world simulations, digital textbooks, and video lectures from industry professionals.",Free access to all digital courseware until July 31
Stukent - Higher Educaiton,Various internet marketing subjects,Higher Education,https://www.stukent.com/catalog-higher-ed/,"Stukent provides internet marketing courseware through real-world simulations, digital textbooks, and video lectures from industry professionals.",Free access to all digital courseware until July 31
Sumdog,"Math, Reading, STEM, Intervention Resources",K - 2nd,https://pages.sumdog.com/home-learning-during-school-closures/,"Engage your pupils with adaptive game-based maths, spelling and grammar practice. Aligned to the National Curriculum for ages 5 to 14, Sumdog is proven to accelerate progress. It encourages regular practice, high accuracy and builds fluency, using positive reinforcement to ensure pupils stay on task, learn more effectively, and are invested in their own success. Use it to consolidate your teaching and assign targeted practice for groups or individuals, either within game play, or as an online assessment.","School closure offer: Free FULL access to Sumdog to aid home learning. Whether your school closes for a month or much longer, as a social business it's our mission to support the ongoing education of children, so we are offering:

- Free access to all of Sumdog Maths, Spelling and Grammar for the duration of your closure (up until the start of the summer holidays)
- Online video guidance to support home learning
- Free access before the closure to ensure your classes are set up and teachers are prepared
- One-to-one remote walkthroughs, daily teacher webinars and telephone support"
Summit Writing Academy,Writing,6th grade - High School,https://www.summitwriting.net/pages/30-day-writing-challenge,An easy-to -follow set of writing challenges that will help your child develop a writing habit.,FREE 30-Day Writing Challenge - daily encouragement and writing challenges sent to your inbox.
Sutori,"Social Studies, ESL, STEM",ALL,https://www.sutori.com/,Sutori is a collaborative presentation tool for the classroom for all age groups and content areas. It provides the ideal canvas for assignments and lesson plans.,Free Subscriptions
Swivl,For all subject areas: flipped lesson content and distance learning videos that can be used by any teacher,ALL,www.swivl.com/swivl-live,Video for virtual learning and team collaboration,Pro Cloud Subscription - free until June 2020 (normally $75 per year)
Sworkit,,,https://app.sworkit.com/collections/kids-workouts,"Kid-friendly workouts — choose from Strength for Kids, Agility for Kids, Flexibility and Balance for Kids, Warm-Up for Kids, Cooldown for Kids, Stand Up and Move for Kids, OR create your own custom kid workout.","Sworkit Kids workouts are always free. A parent will need to help get the child registered after completing their first workout, but even without a Sworkit membership the Kid Workouts can be accessed at no cost. For older students, we also offer free access to Sworkit through our Sworkit Youth Initiative. A teacher simply needs to complete the form on this page and we will provide full, free access for the entire school: https://sworkit.com/youth-initiative"
Tailor-ED,,,https://www.tailor-ed.com/,"Tailor-ED is here to support teachers building differentiated student packets that are tailored to students’ needs. In just a manner of minutes, Tailor-ED will package high-quality resources, student groups and formative assessments all in a packet that’s ready to go. All automatically generated with student instructions, checklist and digital exit tickets that allow you to have a constant pulse check on your students, as they ask both proficiency and SEL questions and provide instantaneous insights.",Free access to the platform and our K-8 Math Program during the COVID-19 crisis. Sign up with the promo code TAILOREDREMOTE
Take-Home STEM Activity Chart,STEM,"K - 2nd, 3rd - 5th, 6th - 8th, High School",https://www.vivifystem.com/blog/2020/3/12/top-stem-resources-for-school-closings,Vivify is a K-12 STEM resource company providing quality STEM education resources for teachers and parents.,"A free, editable 6-week take-home STEM activity chart that includes online and offline activities by grade level: PreK, K-2, 3-5, 6-8, and 9-12."
Talking Points,Multilingual Communication Platform for Teachers and Families to communicate via Text and In App Messaging,ALL,www.talkingpts.org,Connecting teachers and families in 100+ languages using text or in app messaging,Free communication platform translated in 100+ languages
Tallo,"STEM, Soft-Skills - Professionalism",High School,http://tallo.com/,"Students can create digital portfolios that exports to a resume and use the tools to match with scholarships, discover opportunities, like virtual job shadowing, jobs, etc.",Tallo is giving free school access. (It is always free for students to join) Now teachers can join to follow their students
TCI,"Science, Social Studies","K12 for Social Studies, K8 for Science",https://www.teachtci.com/online-teaching-during-coronavirus-outbreak/,TCI is offering free access to our online platform for K12 SS and K8 Science through June.,Access to our teacher and student resources for social studies and science.
Teach All About It,,,https://teachallaboutit.school/computer-science-classes-vs-coronavirus-covid-19/,,Lots of offers. Click on the link.
Teach Better Team,"Math, Reading, Writing, Science, Social Studies, Fine Arts, ESL, Early Childhood, Special Education, STEM, Intervention Resources",ALL,http://www.teachbetteracademy.com/,"Coupon code for 3 courses from www.teachbetteracademy.com for any teacher who may have extra time during school closings, to dive into something new and learn.",Free online courses at www.teachbetteracademy.com. We'll also be running free live PD sessions and live support sessions every day (M-F) in our facebook group at 8:00amEST
Teach My Monster,,,https://www.teachyourmonstertoread.com,Assists in learning early reading skills. 3 levels.,Computer version is always free
Teach Starter,,,https://www.teachstarter.com/au/blog/covid-19-teach-starters-support-for-schools-teachers-parents-students-affected/,"Instantly download over 140,000 pages of curriculum-aligned resources ranging from worksheets and games through to full lesson and unit plans.","1 Month free access to over 140,000 pages of educational resources + curated learning from home packs."
Teach This,"Reading, Writing, ESL, Foreign Language",ALL,https://www.teach-this.com,"Teach-This.com contains over 1,400 fun and engaging PDF worksheets, ESL games and activities to help you teach all the core skills associated with English language learning: speaking, listening, reading, writing, pronunciation, vocabulary and grammar.",We offer many free PDF resources on every page of the website without the need to sign-up.
Teacher Created Materials,"Math, Reading, Writing, Science, Social Studies, ESL, Foreign Language, Early Childhood, Special Education, STEM, Intervention Resources","Early Childhood, K - 2nd, 3rd - 5th, 6th - 8th, High School",https://www.teachercreatedmaterials.com/teachers/free-home-learning/,TCM is providing over 400 free resources for daily activities for at home learning and we aren't stopping.,Free daily practice lessons. Free videos from leading educators/
Teachers Grow,,,www.teachersgrow.com,"Storybook read alouds, model lesson videos, activity ideas and training webinars for teachers.",
TeacherVision,,,https://www.teachervision.com/teachervision-opens-its-resources-in-response-to-covid-19,"With the help of certified and current classroom teachers, TeacherVision creates and vets classroom resources that are accurate, timely, and reflect what teachers need to best support their students.",Our library is freely available to all. Every account comes with 1000 credits to use across the site.
Teaching Garage,"Math, Writing, Science, STEM","K - 2nd, 3rd - 5th, 6th - 8th",www.teachinggarage.com,Free digital STEM curricula for elementary-aged students,"Free curriculum, free project workbook"
TeachingTextbooks,,,https://www.teachingtextbooks.com/,Math program for grades 3-12,First 16 lessons free with free trial.
Teachley,Math,"K - 2nd, 3rd - 5th",www.teachley.com,Teachley's award-winning K-5 math apps with data reporting.,Free for rest of school year for teachers; includes free home login.
TeackRock,"Math, Reading, Writing, Science, Social Studies, Fine Arts, ESL, STEM, Intervention Resources, Music","K - 2nd, 3rd - 5th, 6th - 8th, High School, Higher Education",https://teachrock.org,"Steven Van Zandt’s TeachRock project brings rich, multimedia educational materials to teachers and students everywhere–at no cost. The lesson plan collections and resources at teachrock.org help teachers engage students by connecting the history of popular music to classroom work across the disciplines. From social studies and language arts to geography, media studies, science, general music, and more: TeachRock has engaging and meaningful arts integration materials for every classroom.",Free inter-disciplinary lesson plans
TechSmith,,,https://discover.techsmith.com/remote-techsmith/,,"Our screen recording tool, TechSmith Snagit, and our asynchronous collaboration platform, TechSmith Video Review, will be provided for free through the end of June 2020 to any organization that needs it."
Teq - OTIS.TEQ.COM,"Math, Reading, Writing, Science, Social Studies, ESL, Early Childhood, Special Education, STEM, CTLE - Online Professional Development",ALL,https://otis.teq.com,Teq - We are Ed Tech company with a passion to support the students and educators.,We are offering both district and individuals access to our Online PD and access to our PD team
Tes Blendspace,,,https://www.tes.com/lessons,,
Texas Instruments,"Math, Science","6th - 8th, High School, Higher Education",https://education.ti.com/en/resources/online-learning-program?utm_campaign=21017%20Digital%20Remote%20Resources%20-%20Software%20Promo&utm_medium=email&utm_source=Eloqua&utm_content=CL21017%20Digital%20Remote%20Resource%20-%20Trial%20Software,TI graphing calculator software,Request free six-month subscription of TI graphing calculator software for teachers and students
The Active Educator,,,https://www.theactiveeducator.com/,A fun and interactive education platform which allows downloads of fun maths and literacy games.,Free online resources that can be downloaded and printed.
The Apprentice Art Studio,,,"Hey, all I'm just putting this out to all of you. If you or your child is in need of online art instruction, I am offering a free online lesson come visit and try it out! TheApprenticeArtStudio.com here's the link https://heather-s-school-b17f.thinkific.com/collections",An online platform for art instruction. Rediscover the Masters and learn like an apprentice!,Free Mark Making Lesson
The Character Tree,"Social Studies, Early Childhood, Character Education",K - 2nd,https://go.charactertree.com/free_home_access_for_students,"An educational video subscription series for primary students that highlight positive character traits, exemplified by prominent figures.",Free character education videos and printable activities.
The Choices Program,,,https://www.choices.edu/,"Choices develops innovative U.S., World History, and Current Issues curriculum for secondary school students. It is available in print or a web-based platform.","- more than 1,700 short, accessible videos with scholars and practitioners addressing a wide variety of topics related to our curriculum (but can be used independently of the curriculum with no account or logins required) https://www.choices.edu/videos/"
The Concord Consortium,,,https://learn.concord.org,"A collection of hundreds of free K-12 STEM resources, from standalone models and simulations to short activities and weeklong sequences of curriculum materials.",Always free.
The Glowmedia Project,mental health education,"6th - 8th, High School, Higher Education",http://glowmedia.org,Mental Health Education for a New Generation,a library of short films and accompanying curricula addressing various mental health topics
The Good and the Beautiful,,,https://www.goodandbeautiful.com/,"There is free homeschool curriculum out there, but nothing like this! We offer free course sets (Levels 1–5) that combine and thoroughly cover phonics, reading, writing, spelling, literature, grammar, punctuation, art, and geography—all in one easy-to-use, beautiful course.",Always free.
The Guild of Scenic Artists,,,https://www.scenicguild.org/the-scenic-route/,"Articles with techniques, products, and industry information geared towards educating the Scenic Artist",A number of the articles have been made accessible to non-members so that educators can use them during class prep.
The Imagine Neighborhood podcast,,,ImagineNeighborhood.org,An SEL focused podcast for K-5 children and their grown-ups,Free podcast for at-home SEL development
The imovement powered by imoves,Physical Education,"K - 2nd, 3rd - 5th, 6th - 8th",https://imoves.com/imovement-signup,Active learning for home and classroom,Free easy-to-use fun activities and videos to get kids active every day
The Knowledge Society (TKS),,,https://learn.theksociety.com/student-sessions,TKS is opening some of its resources to the public for free as well as leading webinars for students and teachers,"webinars, online education resources"
The Language Professor,,,https://forms.gle/7YTfKtGrb1dE3gqv8,"Online Tutoring Company (English, Reading, Writing, ESL)","The Language Professor, LLC is offering 1/2 hour of free tutoring in English, ESL, reading, writing, phonics, TOEFL, IELTS and more (ages 4-100)"
The Metropolitan Opera Live Streaming,Fine Arts,"6th - 8th, High School, Higher Education",https://www.metopera.org/user-information/nightly-met-opera-streams/,"Each day, a different encore presentation from the company’s Live in HD series is being made available for free streaming on the Met website, with each performance available for a period of 20 hours, from 7:30 p.m. EDT until 3:30 p.m. the following day. The schedule will include outstanding complete performances from the past 14 years of cinema transmissions, starring all of opera’s greatest singers.",Free streaming of opera performances
The New York Times Learning Network,"Math, Reading, Writing, Science, Social Studies, Fine Arts, ESL, Special Education, STEM",ALL,https://www.nytimes.com/section/learning,"The mission of The Learning Network is to help people teach and learn with The New York Times. The Learning Network publishes about 1,000 teaching resources each school year, all based on using Times content — articles, essays, images, videos, graphics and podcasts — as teaching tools across subject areas. These resources include lessons of the day, writing prompts, picture prompts, news quizzes, student contests, and more. With features like the daily Student Opinion question, thousands of teenagers each week join a global conversation on topics from politics to pop culture.","All of our activities for students, including our daily writing prompts, daily lesson plans, weekly news quizzes, What's Going On in This Picture?, What's Going On in This Graph?, Film Club, and more are all free - and they've always been free!"
The OT Toolbox,,,https://www.theottoolbox.com/,"On The OT Toolbox, there are many free resources designed to build skills in children through movement and play. Many related services will be halted for children over the next weeks (occupational therapy, physical therapy, speech therapy, etc.) Parents are seeking resources and strategies to help their children move and play in a way that helps them achieve their goals.",All of the resources are free. More are being added today.
The PAST Foundation,STEM,ALL,http://pastinnovationlab-2284269.hs-sites.com/maker-mania-stem-resources,The PAST Foundation is here to provide parents/guardians and educators with access to some of our STEM educational resources! Educators can use these resources as take home activities for their students while parents/guardians can download these activities straight to their devices.,STEM Resources for parents and teachers
The Science Spot,,,https://sciencespot.net/Pages/classhome.html,Take-home science projects that can be completed with or without Internet access; other resources useful in eLearning.,All the resources on the site are available free of charge.
The Singing Home - For Preschool to Age 6,"Fine Arts, Early Childhood","Early Childhood, K - 2nd",https://www.youtube.com/channel/UC0eZkaDxUNW6ITj0ofCvbeg,Join our daily sing-along 🎶🎤New song and dance each day for you and your littlest ones (under 5 years old).,"Certified preschool music teacher posts videos of songs, fingerplays, and dances preschool kids will want to imitate - so you can take a break and get some work done!"
The Tech Interactive,STEM,"K - 2nd, 3rd - 5th, 6th - 8th, High School",https://www.thetech.org/athome,"Silicon Valley's favorite science center has compiled their favorite STEM, maker, and design challenge activities into one place for teachers and parents.","STEM/design challenge lesson plans, activities and videos for grades K-12."
ThinkIB,"Math, Science, Social Studies, Foreign Language",High School,https://www.thinkib.net/,IB teaching and learning resources,Free trial of all subject sites for closed schools
Thinkster Math,Math,"K - 2nd, 3rd - 5th, 6th - 8th",https://hellothinkster.com/blog/covid-19-thinkster-math-learning-update-related-school-closures/,"Thinkster Math is a K-12 online math tutoring program that's been favorably reviewed by everyone from the New York Times to PBS to Scholastic. We use AI technology in our online worksheets to understand each child’s learning process, and then our expert tutors craft a personalized learning plan and hold weekly live one-on-one online tutoring sessions with each student.","Effective today and for a limited time, we are offering for FREE, the Thinkster Math LITE version for K-8 students and families in the U.S. Students can do the Thinkster Math LITE version on their own, or with the help of a family member. Students will receive a FREE Math Skills Assessment and Detailed Diagnostic Report when they enroll for this THINKSTER-LITE program. The LITE version does not include live tutoring sessions, but gives students full access to all of our AI-powered worksheets and instructional videos to work through at their own pace."
Thrively,,,http://www.thrively.com/classroom,,
Thunkable,STEM,"6th - 8th, High School, Higher Education",https://blog.thunkable.com/learning-computer-science-at-home-thunkable-education-resources-6280e119e5a9,Learning Computer Science at Home — Thunkable Education Resources,Free computer science curriculum that teaches students how to build mobile apps.
Times Tables Rock Stars,,,https://www.ttrockstars.com/page/covid19support,,We are offering affected schools free full access to Times Tables Rock Stars – our platform for multiplication and division – throughout any school closure*.
